10,7.62602,13473,73982,0,0.597759,3.14159,1.97873,271825,9.73563
7,0.836768,15640,83554,0,0.610402,3.14159,1.96826,271825,9.14039
8,6.82847,13545,74368,0,0.598744,3.14159,1.97767,271825,9.7016
9,3.18481,13545,74394,0,0.600308,3.14159,1.97295,271825,9.65842
10,7.47345,13545,74394,0,0.605078,3.14159,1.96794,271825,9.60691
7,0.807401,15157,81207,0,0.614413,3.14159,1.96041,271825,9.17453
8,6.63223,13516,74266,0,0.604269,3.14159,1.96892,271825,9.61704
9,3.10345,13516,74300,0,0.604804,3.14159,1.96699,271825,9.59943
10,7.30871,13516,74300,0,0.607389,3.14159,1.96413,271825,9.5694
11,0.32928,-1,-1,-1,-1,-1,-1,-1,-1
7,1.76482,32356,173439,0,0.635705,3.14159,1.94085,271825,6.99918
8,13.4098,20120,112027,0,0.643773,3.14159,1.93561,271825,7.65937
9,5.67537,20120,112307,0,0.648189,3.14159,1.92201,271825,7.55193
10,10.9194,20120,112307,0,0.676784,3.14159,1.89318,271825,7.34981
7,1.42265,25597,138399,0,0.686542,3.14159,1.88608,271825,6.78213
8,9.72583,20101,112282,0,0.675786,3.14159,1.89324,271825,7.34372
9,5.33726,20101,112450,0,0.676629,3.14159,1.889,271825,7.30976
10,10.6079,20101,112450,0,0.689346,3.14159,1.87447,271825,7.22919
7,1.32248,23830,129606,0,0.694788,3.14159,1.87199,271825,6.84352
8,8.98916,20166,112783,0,0.688558,3.14159,1.87491,271825,7.22024
9,5.21455,20166,112888,0,0.688881,3.14159,1.87282,271825,7.2035
10,10.2939,20166,112888,0,0.696019,3.14159,1.86433,271825,7.16057
11,0.297013,-1,-1,-1,-1,-1,-1,-1,-1
7,2.92475,52510,284070,1.8128e-07,0.678354,3.14159,1.89746,268085,7.12058
8,19.8454,31383,176891,0.0225306,0.70146,3.09093,1.86964,60.8897,4.50572
9,9.40889,31383,177327,0.0225306,0.705359,3.08386,1.85741,60.8897,4.43154
10,16.2511,31383,177327,0.0225306,0.739202,3.08386,1.82217,60.8897,4.23211
7,2.3034,41030,223990,0.0225306,0.734493,3.08386,1.83216,60.8897,4.27454
8,14.081,31181,176258,0.0225306,0.736957,3.08386,1.82321,60.8897,4.23461
9,8.84588,31181,176458,0.0225306,0.737922,3.07128,1.81973,34.1531,4.21617
10,15.5906,31181,176458,0.0225306,0.753095,3.07128,1.80152,34.1531,4.13581
7,2.11393,37693,207213,0.0225306,0.747719,3.07128,1.81114,34.1531,4.17449
8,13.2778,31022,175577,0.0404579,0.750524,3.07128,1.80401,30.6246,4.14694
9,8.68912,31022,175705,0.0404579,0.750866,3.07128,1.80214,30.6246,4.13865
10,14.974,31022,175705,0.0390054,0.759334,3.07128,1.79131,30.6246,4.09538
7,2.04111,36212,199801,0.0390054,0.754082,3.07128,1.80082,30.6246,4.13114
8,11.9686,30859,174779,0.0390054,0.757327,3.07128,1.7939,30.6246,4.10599
9,8.58358,30859,174892,0.0404579,0.757228,3.07128,1.79323,30.6246,4.10215
10,14.0404,30859,174892,0.0404579,0.762403,3.07128,1.78644,30.6246,4.07621
11,0.403696,-1,-1,-1,-1,-1,-1,-1,-1
7,3.72637,66123,359239,0.0266289,0.710133,3.07904,1.85369,35.3897,4.48293
8,35.2171,42514,240307,0.052302,0.744317,3.05042,1.816,24.1854,4.10592
9,12.6561,42514,240876,0.052302,0.746209,3.05042,1.80948,24.1854,4.07067
10,20.7651,42514,240876,0.0476341,0.772387,3.05042,1.78243,20.833,3.92086
7,3.21854,54267,297563,0.0476341,0.759582,3.05042,1.79957,24.104,4.03293
8,22.2575,42386,240243,0.0476341,0.770192,3.05042,1.78435,20.833,3.92857
9,12.2631,42386,240556,0.0476341,0.770555,2.99623,1.78205,20.833,3.91815
10,20.1813,42386,240556,0.0474616,0.782981,2.99614,1.76755,20.833,3.85492
11,0.371379,-1,-1,-1,-1,-1,-1,-1,-1
7,3.65053,63658,350022,0.0474616,0.746318,3.03449,1.81236,24.0654,4.15304
8,34.2399,47921,271382,0.0604416,0.772034,2.97951,1.78271,18.627,3.90877
9,13.9596,47921,271765,0.0604416,0.772731,2.94981,1.77968,18.627,3.89476
10,22.3849,47921,271765,0.0604416,0.788773,2.94824,1.76292,18.627,3.80716
7,3.23656,56141,311189,0.0604416,0.777122,2.97385,1.77819,18.627,3.90882
8,34.4889,47575,269940,0.075929,0.787044,2.94824,1.76452,14.9979,3.81556
9,13.7213,47575,270132,0.075929,0.787093,2.94824,1.76352,14.9979,3.81147
10,21.1225,47575,270132,0.0702037,0.794494,2.94824,1.75513,14.988,3.77367
7,3.13966,53896,299983,0.0702037,0.784758,2.97959,1.76821,16.6625,3.85652
8,31.2645,47409,269208,0.0702037,0.792566,2.94824,1.7574,14.988,3.7839
9,13.508,47409,269351,0.0702037,0.792489,2.94824,1.75695,14.988,3.78197
10,20.2143,47409,269351,0.0726255,0.796886,2.94824,1.75161,14.988,3.76047
11,0.147763,-1,-1,-1,-1,-1,-1,-1,-1
7,2.98942,50625,285070,0.0706,0.790333,3.04455,1.76,19.1262,3.81549
8,37.2376,47561,270163,0.123212,0.795124,2.95012,1.75411,12.0776,3.77101
9,13.5657,47561,270211,0.123212,0.795187,2.8361,1.7537,11.9172,3.76906
10,19.7001,47561,270211,0.123807,0.798309,2.83345,1.75021,10.4028,3.75283
7,2.88081,49248,277789,0.123807,0.795614,2.83345,1.75365,11.8977,3.77593
8,34.0704,47365,269151,0.179608,0.797715,2.79022,1.75108,8.59229,3.75576
9,13.4669,47365,269188,0.179608,0.797684,2.77714,1.7509,8.59229,3.7552
10,19.3292,47365,269188,0.179787,0.799093,2.77714,1.74914,8.42897,3.74797
8,32.5285,47200,268294,0.179787,0.79907,2.77714,1.74921,8.06833,3.74792
12,389.161,25729,100343,0.179787,0.786431,2.77714,1.75932,8.06833,3.78528
13,-1,0,-1,-1,-1,-1,-1,-1,-1
